product_id,product_name,category,subcategory,brand,unit_price,cost_price,weight_lbs,launch_date,status
PROD_000058,Self-enabling systemic application Civil,Clothing,Clothing_5,BrandG,307.1,184.26,4.59,2021-03-07,Active
PROD_000059,Re-contextualized exuding artificial intelligence Energy,Automotive,Automotive_5,BrandH,155.7,93.42,19.8,2021-01-10,Active
PROD_000060,Virtual intangible portal Pick,Electronics,Electronics_2,BrandB,474.32,284.59,12.55,2024-05-22,Active
PROD_000061,Face-to-face zero-defect model Husband,Clothing,Clothing_5,BrandC,127.53,76.52,1.59,2022-09-09,Active
PROD_000062,Organic exuding parallelism Laugh,Toys,Toys_4,BrandH,347.79,208.68,5.9,2021-12-17,Discontinued
PROD_000063,Secured analyzing pricing structure Sister,Books,Books_4,BrandE,354.46,212.68,1.52,2020-12-06,Discontinued
PROD_000064,Virtual demand-driven product Development,Books,Books_5,BrandD,218.32,130.99,4.57,2021-10-04,Discontinued
PROD_000065,Configurable cohesive encoding Consumer,Books,Books_2,BrandC,44.99,26.99,15.87,2023-03-13,Active
PROD_000066,Diverse 24hour installation Little,Automotive,Automotive_3,BrandB,239.66,143.8,14.02,2023-11-19,Active
PROD_000067,Phased explicit alliance Each,Automotive,Automotive_1,BrandH,49.42,29.65,17.8,2021-11-16,Active
PROD_000068,Horizontal tangible knowledgebase Avoid,Books,Books_5,BrandA,54.75,32.85,11.78,2023-11-15,Active
PROD_000069,Fundamental zero tolerance utilization Process,Books,Books_2,BrandA,383.92,230.35,9.46,2023-05-21,Active
PROD_000070,Exclusive interactive budgetary management Off,Books,Books_4,BrandC,498.5,299.1,12.73,2021-07-23,Active
PROD_000071,Distributed encompassing circuit Away,Clothing,Clothing_3,BrandH,180.5,108.3,6.49,2020-09-24,Active
PROD_000072,Integrated radical synergy Thank,Home & Garden,Home & Garden_4,BrandF,211.71,127.02,5.84,2023-04-13,Active
PROD_000073,Horizontal leadingedge capability Management,Electronics,Electronics_3,BrandH,53.15,31.89,6.53,2023-11-18,Active
PROD_000074,Total impactful flexibility Month,Electronics,Electronics_2,BrandH,212.49,127.49,10.42,2023-02-19,Active
PROD_000075,Organic attitude-oriented policy Among,Automotive,Automotive_5,BrandA,109.74,65.85,2.71,2024-11-18,Active
PROD_000076,User-centric fresh-thinking portal Enough,Automotive,Automotive_5,BrandH,69.5,41.7,16.01,2020-07-25,Discontinued
PROD_000077,Focused systematic orchestration People,Books,Books_1,BrandA,280.6,168.36,4.57,2025-03-11,Active
PROD_000078,Virtual systematic flexibility Part,Automotive,Automotive_2,BrandB,327.38,196.43,10.02,2020-08-20,Active
PROD_000079,Versatile context-sensitive leverage Natural,Books,Books_4,BrandG,419.01,251.41,4.95,2023-09-11,Discontinued
PROD_000080,Grass-roots contextually-based paradigm Least,Toys,Toys_5,BrandD,461.72,277.03,14.95,2023-08-11,Discontinued
PROD_000081,Pre-emptive background leverage Happen,Clothing,Clothing_4,BrandE,388.61,233.17,6.86,2022-06-24,Active
PROD_000082,Inverse static benchmark Toward,Electronics,Electronics_5,BrandE,365.76,219.46,11.64,2021-03-28,Active
PROD_000083,Open-source system-worthy methodology Fight,Home & Garden,Home & Garden_3,BrandH,273.9,164.34,6.72,2023-10-01,Active
PROD_000084,Open-architected well-modulated neural-net Although,Automotive,Automotive_2,BrandF,436.1,261.66,11.48,2022-09-16,Discontinued
PROD_000085,Intuitive eco-centric Graphic Interface Business,Toys,Toys_4,BrandA,165.91,99.54,14.13,2025-04-15,Active
PROD_000086,Open-architected multimedia ability Really,Toys,Toys_1,BrandC,252.71,151.63,2.61,2024-10-13,Active
PROD_000087,Persistent incremental application Cup,Clothing,Clothing_4,BrandH,58.86,35.32,0.41,2023-01-11,Discontinued
PROD_000088,Secured web-enabled methodology Process,Toys,Toys_3,BrandC,46.67,28.0,6.84,2022-08-24,Active
PROD_000089,Business-focused demand-driven flexibility Often,Clothing,Clothing_5,BrandF,427.65,256.59,7.66,2021-02-02,Active
PROD_000090,Horizontal leadingedge standardization Memory,Automotive,Automotive_2,BrandA,312.56,187.53,12.66,2021-01-15,Active
PROD_000091,Self-enabling real-time website Education,Sports,Sports_1,BrandB,222.65,133.59,15.23,2023-12-26,Active
PROD_000092,Integrated neutral access Old,Automotive,Automotive_1,BrandC,350.06,210.04,1.02,2022-06-23,Active
PROD_000093,Face-to-face bifurcated Local Area Network Your,Books,Books_2,BrandF,193.67,116.2,4.96,2021-01-08,Active
PROD_000094,Distributed modular structure Film,Home & Garden,Home & Garden_5,BrandC,95.78,57.47,17.43,2022-12-24,Discontinued
PROD_000095,Future-proofed intangible matrices Marriage,Automotive,Automotive_3,BrandC,123.77,74.26,9.25,2021-08-27,Active
PROD_000096,Reactive client-server info-mediaries Cut,Automotive,Automotive_2,BrandE,342.03,205.22,1.57,2025-01-17,Active
PROD_000097,Profound value-added challenge Treat,Books,Books_4,BrandG,348.25,208.95,16.92,2020-10-13,Discontinued
PROD_000098,Visionary intangible Graphical User Interface World,Toys,Toys_4,BrandH,62.26,37.36,11.48,2024-05-17,Active
PROD_000099,Future-proofed 24hour forecast She,Books,Books_4,BrandA,489.19,293.52,5.56,2021-12-05,Active
PROD_000100,Reverse-engineered optimal protocol Might,Automotive,Automotive_2,BrandE,390.11,234.07,12.18,2024-10-05,Active
PROD_000101,Organized national matrices Hair,Sports,Sports_2,BrandD,314.24,188.54,12.6,2022-02-05,Active
PROD_000102,Virtual needs-based implementation Lose,Books,Books_3,BrandH,26.35,15.81,14.67,2025-02-06,Active
PROD_000103,Ergonomic tangible encoding Owner,Books,Books_2,BrandF,376.27,225.76,4.1,2022-05-08,Active
PROD_000104,Vision-oriented incremental analyzer Friend,Books,Books_4,BrandC,135.92,81.55,19.35,2024-02-28,Active
PROD_000105,Triple-buffered homogeneous info-mediaries Record,Beauty,Beauty_1,BrandB,239.48,143.69,2.9,2024-05-25,Discontinued
PROD_000106,Streamlined coherent methodology Although,Toys,Toys_4,BrandF,54.25,32.55,0.38,2021-01-24,Active
PROD_000107,Reverse-engineered full-range attitude Two,Automotive,Automotive_3,BrandF,339.69,203.81,11.73,2024-08-29,Active
PROD_000108,Cross-platform multi-tasking knowledgebase Administration,Clothing,Clothing_5,BrandD,241.02,144.61,17.7,2024-01-18,Active
PROD_000109,Open-source solution-oriented collaboration Bad,Sports,Sports_4,BrandB,321.35,192.81,18.2,2022-10-13,Active
PROD_000110,Fundamental global process improvement Room,Toys,Toys_1,BrandB,78.49,47.09,6.16,2022-06-04,Active
PROD_000111,Configurable full-range service-desk Town,Clothing,Clothing_5,BrandB,125.05,75.03,2.8,2023-02-07,Active
PROD_000112,Intuitive responsive structure Very,Beauty,Beauty_2,BrandG,297.8,178.68,17.72,2024-03-26,Active
PROD_000113,Quality-focused 5thgeneration process improvement Authority,Automotive,Automotive_3,BrandG,470.14,282.08,0.75,2021-08-10,Active
PROD_000114,Synergized executive emulation Skin,Sports,Sports_2,BrandH,227.9,136.74,17.12,2020-11-20,Active
PROD_000115,Cross-platform well-modulated productivity Score,Beauty,Beauty_3,BrandF,39.67,23.8,3.88,2024-10-19,Active
PROD_000116,Organic composite solution Firm,Automotive,Automotive_5,BrandB,334.76,200.85,19.42,2024-12-14,Active
PROD_000117,Balanced fresh-thinking utilization Arrive,Beauty,Beauty_5,BrandD,494.52,296.71,4.18,2021-11-25,Discontinued
PROD_000118,Multi-layered intermediate circuit Election,Sports,Sports_2,BrandD,170.99,102.6,15.79,2023-02-03,Active
PROD_000119,Re-contextualized systemic utilization Couple,Books,Books_5,BrandC,493.89,296.33,5.09,2021-04-14,Discontinued
PROD_000120,Configurable reciprocal implementation President,Clothing,Clothing_3,BrandA,74.58,44.75,15.82,2023-11-08,Discontinued
PROD_000121,Proactive optimal circuit Each,Beauty,Beauty_1,BrandA,95.38,57.23,2.62,2022-09-28,Active
PROD_000122,Function-based logistical extranet Reflect,Clothing,Clothing_3,BrandB,243.36,146.02,10.31,2020-06-25,Active
PROD_000123,Persistent executive service-desk Office,Automotive,Automotive_1,BrandD,473.25,283.95,14.57,2021-03-23,Active
PROD_000124,Organic grid-enabled parallelism Firm,Automotive,Automotive_4,BrandA,39.8,23.88,16.96,2023-08-19,Active
PROD_000125,Optimized system-worthy extranet Loss,Clothing,Clothing_4,BrandH,359.08,215.45,1.56,2024-08-30,Active
PROD_000126,Exclusive human-resource matrices Both,Beauty,Beauty_3,BrandC,42.18,25.31,12.52,2021-08-15,Active
PROD_000127,Re-engineered heuristic orchestration Find,Toys,Toys_5,BrandE,232.32,139.39,8.66,2025-05-26,Active
PROD_000128,Implemented 3rdgeneration protocol Individual,Sports,Sports_2,BrandG,231.26,138.76,8.33,2021-10-22,Active
PROD_000129,Re-contextualized systemic time-frame Size,Toys,Toys_3,BrandG,367.51,220.51,8.59,2025-04-21,Active
PROD_000130,Robust value-added methodology There,Beauty,Beauty_4,BrandC,346.54,207.93,1.44,2024-12-15,Active
PROD_000131,Horizontal zero-defect website Drug,Clothing,Clothing_3,BrandG,57.32,34.39,16.25,2023-06-22,Active
PROD_000132,Multi-channeled directional productivity Customer,Beauty,Beauty_4,BrandB,211.3,126.78,17.38,2023-07-17,Active
PROD_000133,Synergistic web-enabled success Speak,Books,Books_5,BrandE,182.31,109.38,10.2,2023-09-25,Discontinued
PROD_000134,Devolved responsive attitude Well,Automotive,Automotive_3,BrandD,425.16,255.1,16.92,2023-07-29,Active
PROD_000135,Balanced fault-tolerant toolset Let,Clothing,Clothing_4,BrandE,291.31,174.79,16.92,2020-08-07,Active
PROD_000136,Multi-lateral upward-trending capacity Believe,Books,Books_3,BrandA,98.4,59.04,18.44,2024-12-25,Active
PROD_000137,Inverse value-added instruction set Continue,Electronics,Electronics_5,BrandC,436.23,261.74,13.18,2021-06-09,Active
PROD_000138,Quality-focused high-level moderator More,Home & Garden,Home & Garden_5,BrandA,54.96,32.98,4.38,2025-01-01,Active
PROD_000139,Down-sized eco-centric matrices Sure,Automotive,Automotive_3,BrandF,87.13,52.28,14.46,2021-11-29,Active
PROD_000140,Mandatory bifurcated Local Area Network Bag,Electronics,Electronics_5,BrandC,87.13,52.28,1.09,2021-02-20,Active
PROD_000141,Face-to-face systematic success Represent,Books,Books_4,BrandH,334.35,200.61,12.18,2025-05-03,Active
PROD_000142,Realigned high-level array Street,Books,Books_1,BrandD,379.92,227.95,6.97,2022-05-29,Active
PROD_000143,Fundamental national capability Look,Books,Books_3,BrandH,268.2,160.92,1.0,2022-04-12,Active
PROD_000144,User-friendly systematic firmware Pattern,Electronics,Electronics_2,BrandA,110.17,66.1,15.37,2022-05-05,Active
PROD_000145,Sharable holistic benchmark Republican,Books,Books_4,BrandF,68.79,41.28,14.97,2021-08-09,Discontinued
PROD_000146,Assimilated regional open architecture Generation,Home & Garden,Home & Garden_2,BrandG,270.97,162.58,10.06,2025-01-05,Active
PROD_000147,Face-to-face secondary architecture Prove,Clothing,Clothing_1,BrandG,432.26,259.36,8.78,2024-07-22,Active
PROD_000148,Total exuding projection Issue,Clothing,Clothing_5,BrandF,292.12,175.27,8.15,2021-01-07,Active
PROD_000149,Balanced 5thgeneration framework Mind,Books,Books_3,BrandB,208.47,125.08,3.52,2021-01-06,Active
PROD_000150,Front-line national challenge Important,Beauty,Beauty_1,BrandB,223.99,134.39,4.94,2022-09-14,Active
PROD_000151,Synchronized value-added standardization Young,Clothing,Clothing_3,BrandG,436.56,261.93,4.51,2023-02-19,Discontinued
PROD_000152,Reverse-engineered value-added superstructure Clear,Clothing,Clothing_2,BrandB,270.0,162.0,18.13,2024-11-11,Active
PROD_000153,Streamlined bandwidth-monitored matrix Power,Beauty,Beauty_2,BrandC,125.77,75.46,5.19,2022-06-23,Discontinued
PROD_000154,Grass-roots 5thgeneration solution Hospital,Home & Garden,Home & Garden_4,BrandB,96.8,58.08,9.33,2021-07-09,Active
PROD_000155,Organic disintermediate hierarchy Bit,Beauty,Beauty_1,BrandF,83.97,50.38,9.43,2025-05-05,Active
PROD_000156,Multi-layered needs-based project Her,Books,Books_1,BrandA,182.45,109.47,6.28,2020-09-26,Active
PROD_000157,Grass-roots content-based capability Thus,Electronics,Electronics_3,BrandA,190.68,114.41,1.63,2024-07-22,Active
PROD_000158,Cross-group stable data-warehouse Quality,Toys,Toys_1,BrandH,294.36,176.62,9.05,2023-08-20,Discontinued
PROD_000159,Ameliorated actuating toolset Goal,Beauty,Beauty_1,BrandH,255.67,153.4,9.07,2021-08-27,Active
PROD_000160,De-engineered zero tolerance open system Describe,Clothing,Clothing_4,BrandC,29.18,17.51,19.82,2020-10-11,Discontinued
PROD_000161,Virtual neutral database Peace,Beauty,Beauty_4,BrandF,459.79,275.87,8.23,2021-07-07,Active
PROD_000162,Focused full-range time-frame Choose,Electronics,Electronics_1,BrandF,42.3,25.38,11.2,2024-05-18,Active
PROD_000163,Right-sized 24hour focus group Town,Books,Books_5,BrandE,364.63,218.78,17.48,2025-05-10,Active
PROD_000164,De-engineered needs-based extranet Success,Clothing,Clothing_3,BrandC,459.21,275.52,19.36,2021-04-22,Active
PROD_000165,Switchable 4thgeneration capacity Administration,Home & Garden,Home & Garden_4,BrandB,161.7,97.02,12.91,2022-03-24,Active
PROD_000166,Front-line optimizing Graphic Interface Admit,Home & Garden,Home & Garden_4,BrandB,326.55,195.93,10.22,2021-04-22,Active
PROD_000167,Business-focused clear-thinking support Know,Beauty,Beauty_2,BrandE,98.33,59.0,6.9,2023-01-25,Active
PROD_000168,User-friendly asymmetric leverage List,Sports,Sports_2,BrandD,499.99,299.99,1.64,2024-04-29,Active
PROD_000169,Profound optimizing benchmark Live,Electronics,Electronics_5,BrandF,439.43,263.66,2.71,2022-12-15,Active
PROD_000170,Seamless 6thgeneration superstructure Step,Home & Garden,Home & Garden_5,BrandC,98.61,59.17,16.2,2024-12-24,Discontinued
PROD_000171,Switchable multi-state framework Low,Automotive,Automotive_2,BrandA,211.32,126.79,19.39,2023-08-27,Active
PROD_000172,Assimilated analyzing matrices Throw,Automotive,Automotive_3,BrandD,271.67,163.0,19.32,2022-06-11,Active
PROD_000173,Synergized bi-directional matrix Seem,Sports,Sports_5,BrandF,342.37,205.42,19.69,2024-12-26,Active
PROD_000174,Compatible attitude-oriented Graphic Interface Political,Books,Books_4,BrandG,256.42,153.85,19.33,2021-03-06,Discontinued
PROD_000175,De-engineered even-keeled process improvement Property,Home & Garden,Home & Garden_4,BrandE,35.57,21.34,17.49,2023-05-13,Active
PROD_000176,Universal fresh-thinking implementation Picture,Clothing,Clothing_2,BrandE,51.1,30.66,5.53,2023-02-02,Discontinued
PROD_000177,Persevering motivating portal Law,Toys,Toys_2,BrandB,473.74,284.25,16.35,2020-12-06,Active
PROD_000178,Total bifurcated projection Rather,Electronics,Electronics_5,BrandG,36.1,21.66,7.54,2024-10-28,Active
PROD_000179,Reactive uniform data-warehouse Law,Clothing,Clothing_3,BrandF,120.02,72.01,18.62,2022-09-10,Active
PROD_000180,Focused incremental Graphical User Interface Their,Home & Garden,Home & Garden_4,BrandC,28.77,17.26,13.95,2022-09-14,Discontinued
PROD_000181,Operative upward-trending attitude Form,Automotive,Automotive_1,BrandH,311.52,186.91,0.48,2022-07-27,Discontinued
PROD_000182,Synchronized eco-centric hub Claim,Home & Garden,Home & Garden_3,BrandG,64.48,38.69,4.83,2023-11-14,Active
PROD_000183,Phased asymmetric array Theory,Electronics,Electronics_5,BrandD,215.71,129.43,9.2,2020-11-10,Active
PROD_000184,Optional bandwidth-monitored synergy Single,Automotive,Automotive_5,BrandA,319.66,191.79,4.91,2022-04-19,Discontinued
PROD_000185,De-engineered next generation approach Peace,Books,Books_3,BrandG,10.77,6.46,4.89,2025-03-21,Active
PROD_000186,Realigned full-range secured line Can,Home & Garden,Home & Garden_3,BrandB,266.51,159.9,1.45,2022-06-28,Active
PROD_000187,Synchronized web-enabled interface Trip,Toys,Toys_4,BrandH,31.33,18.8,19.62,2025-01-06,Active
PROD_000188,Business-focused executive policy Forget,Electronics,Electronics_3,BrandF,396.37,237.82,4.9,2022-03-12,Active
PROD_000189,Re-engineered motivating data-warehouse Clear,Beauty,Beauty_5,BrandC,31.72,19.03,6.84,2023-09-20,Discontinued
PROD_000190,Face-to-face bi-directional hardware Through,Automotive,Automotive_2,BrandH,319.55,191.73,1.36,2023-03-21,Active
PROD_000191,Customizable well-modulated focus group Painting,Electronics,Electronics_2,BrandE,108.78,65.27,17.73,2021-07-26,Active
PROD_000192,Optimized next generation throughput Tell,Books,Books_5,BrandG,494.67,296.8,9.52,2023-07-18,Active
PROD_000193,Synergistic secondary open architecture Agree,Sports,Sports_1,BrandE,184.92,110.95,17.33,2023-06-25,Active
PROD_000194,Switchable system-worthy flexibility Air,Books,Books_4,BrandB,401.68,241.01,17.8,2021-05-03,Active
PROD_000195,Total well-modulated function Will,Toys,Toys_4,BrandF,487.12,292.27,13.87,2022-02-18,Active
PROD_000196,Adaptive contextually-based circuit Others,Books,Books_1,BrandB,366.27,219.76,8.67,2023-09-21,Discontinued
PROD_000197,Cloned client-server support Property,Books,Books_3,BrandF,60.27,36.16,13.25,2025-04-18,Active
PROD_000198,Cross-group value-added moderator Dinner,Automotive,Automotive_4,BrandG,91.66,54.99,7.1,2022-04-26,Active
PROD_000199,Persevering global complexity Hope,Beauty,Beauty_1,BrandG,144.53,86.72,1.59,2021-12-29,Active
PROD_000200,Inverse zero-defect open system Pick,Beauty,Beauty_2,BrandC,476.87,286.12,16.99,2020-11-10,Active
PROD_000201,Business-focused coherent complexity Somebody,Electronics,Electronics_3,BrandC,42.94,25.77,7.31,2023-07-11,Active
PROD_000202,Synergistic attitude-oriented flexibility Level,Home & Garden,Home & Garden_3,BrandH,474.92,284.95,8.93,2023-09-30,Active
PROD_000203,Pre-emptive real-time intranet Join,Home & Garden,Home & Garden_3,BrandF,205.04,123.02,5.07,2021-10-20,Active
PROD_000204,Versatile multimedia budgetary management Hair,Electronics,Electronics_4,BrandC,254.53,152.72,18.28,2022-08-02,Active
PROD_000205,Horizontal systematic service-desk Personal,Books,Books_2,BrandE,354.98,212.99,19.93,2022-11-14,Active
PROD_000206,Synchronized fault-tolerant analyzer Discussion,Automotive,Automotive_1,BrandD,70.09,42.06,9.1,2022-05-31,Active
PROD_000207,Right-sized analyzing ability Democratic,Clothing,Clothing_1,BrandF,337.24,202.34,11.04,2021-12-10,Active
PROD_000208,Extended zero administration challenge South,Books,Books_2,BrandC,358.79,215.27,15.89,2021-09-17,Discontinued
PROD_000209,Inverse bottom-line ability Modern,Clothing,Clothing_2,BrandD,398.11,238.87,15.83,2024-03-03,Active
PROD_000210,Enhanced clear-thinking implementation No,Beauty,Beauty_5,BrandF,239.03,143.42,2.68,2023-12-15,Active
PROD_000211,Profit-focused next generation secured line Sure,Clothing,Clothing_4,BrandE,205.1,123.06,10.56,2022-03-17,Active
PROD_000212,Object-based user-facing analyzer Least,Clothing,Clothing_1,BrandC,486.47,291.88,9.05,2020-07-12,Active
PROD_000213,Compatible foreground orchestration Laugh,Home & Garden,Home & Garden_2,BrandC,386.21,231.73,8.71,2023-04-21,Active
PROD_000214,Triple-buffered scalable instruction set Figure,Clothing,Clothing_2,BrandC,159.02,95.41,6.52,2021-01-04,Discontinued
PROD_000215,Ameliorated fresh-thinking concept Suddenly,Beauty,Beauty_3,BrandE,424.51,254.7,4.01,2025-03-05,Active
PROD_000216,Persevering system-worthy hierarchy Behavior,Home & Garden,Home & Garden_1,BrandE,311.07,186.64,10.1,2022-08-14,Discontinued
PROD_000217,Customer-focused dynamic Internet solution Perform,Home & Garden,Home & Garden_5,BrandC,332.78,199.67,6.82,2022-06-09,Active
PROD_000218,Configurable hybrid function Skill,Electronics,Electronics_5,BrandB,32.28,19.37,5.37,2022-02-18,Discontinued
PROD_000219,Managed zero-defect concept Ball,Toys,Toys_5,BrandA,254.04,152.42,5.86,2022-12-27,Active
PROD_000220,Customizable multi-tasking migration Daughter,Automotive,Automotive_4,BrandD,404.3,242.58,6.02,2024-12-19,Active
PROD_000221,Monitored grid-enabled superstructure Tell,Electronics,Electronics_4,BrandC,225.41,135.24,9.34,2023-08-31,Active
PROD_000222,Digitized disintermediate benchmark Child,Home & Garden,Home & Garden_3,BrandF,432.13,259.28,14.71,2021-09-18,Active
PROD_000223,Enhanced real-time collaboration Soon,Toys,Toys_5,BrandC,382.73,229.64,11.28,2024-03-25,Active
PROD_000224,Compatible context-sensitive throughput Production,Sports,Sports_4,BrandH,70.04,42.02,5.03,2022-11-27,Active
PROD_000225,Versatile non-volatile task-force Particularly,Electronics,Electronics_5,BrandE,473.24,283.94,8.42,2022-09-06,Discontinued
